text,label
"What are the tax implications of trading Spice on Arrakis?",0
"Calculate the inflation rate of the Galactic Credit after the Death Star blew up.",0
"Who is the Chief Financial Officer of the Jedi Council?",0
"Does the Iron Bank of Braavos follow IFRS or GAAP?",0
"How do I file a tax return for a dragon's hoard in Middle-earth?",0
"What is the exchange rate between bottle caps and US Dollars in the year 2287?",0
"Explain the monetary policy of the Mushroom Kingdom.",0
"How does Scrooge McDuck avoid capital gains tax on his gold bin?",0
"Is the Starship Enterprise depreciated over 20 years or 50 years?",0
"What are the labor laws for house elves in the Wizarding World?",0
"Which crypto exchange supports the currency used in Cyberpunk 2077?",0
"How much does a portal gun cost in Rick and Morty's economy?",0
"What is the debt-to-equity ratio of Stark Industries in the MCU?",0
"Are bells in Animal Crossing considered a legal tender in Japan?",0
"Does Gotham City have a higher property tax than Metropolis?",0
"What is the dividend yield of Wonka Bars?",0
"Explain the hyperinflation of the Zimbabwean Dollar in the world of Fallout.",0
"How do Hobbits manage their retirement funds for their second breakfast?",0
"Is the Aperture Science weighted companion cube tax-deductible?",0
"What is the market cap of the Monopoly board game property Boardwalk?",0
"How do I audit the trade routes of the East India Trading Company in Pirates of the Caribbean?",0
"Wut is the balence sheet eqution for a smal bizness?",1
"How to calculat wacc for a companie with debt and equit?",1
"Explane the difrence betwen gaap and ifers for revenoo.",1
"What is the purpos of a cash flow statment in acounting?",1
"How dose depreciaton afect net incone on the incom statment?",1
"List the 3 main finansial statments for a public corp.",1
"Amortization",1
"EBITDA",1
"LBO",1
"Hedge",1
"Annuity",1
"Audit",1
"What is the difference between a REST API and a GraphQL API?",0
"How does the concept of Big O notation help in algorithm analysis?",0
"Explain the difference between functional and non-functional requirements in software.",0
"What is the role of a 'Load Balancer' in system architecture?",0
"What are the key benefits of using a containerization tool like Docker?",0
"Describe the difference between SQL and NoSQL databases.",0
"What is 'Continuous Integration' (CI) in a DevOps pipeline?",0
"How do you resolve a merge conflict in Git?",0
"What is the purpose of a 'Unit Test' in software development?",0
"Define 'Technical Debt' and its impact on long-term projects.",0
"What are the four Ps of the traditional marketing mix?",0
"How do you calculate Customer Acquisition Cost (CAC)?",0
"What is the difference between SEO and SEM?",0
"Explain the concept of 'A/B testing' in a digital marketing campaign.",0
"What is 'Brand Positioning' and why is it important?",0
"How does 'Inbound Marketing' differ from 'Outbound Marketing'?",0
"What are the key metrics used to measure social media engagement?",0
"Define 'Content Marketing' and its role in a sales funnel.",0
"What is a 'Value Proposition'?",0
"Explain the 'Buyer's Journey' stages: Awareness, Consideration, and Decision.",0
"What is the difference between an EHR and an EMR?",0
"Define 'HIPAA' and its primary purpose in healthcare.",0
"What is the role of a Nurse Practitioner compared to a Physician Assistant?",0
"Explain the concept of 'Telehealth' and its growth drivers.",0
"What is 'Value-Based Care' in the medical industry?",0
"What does 'Triage' mean in an emergency room setting?",0
"What is the difference between inpatient and outpatient care?",0
"Describe the purpose of a Clinical Trial Phase III.",0
"What is 'Preventative Medicine'?",0
"How do 'Social Determinants of Health' affect patient outcomes?",0
"What is the difference between 'Attorney-Client Privilege' and 'Work Product Doctrine'?",0
"Define 'Tort Law' and provide an example.",0
"What are the essential elements of a legally binding contract?",0
"What is the difference between 'Civil Law' and 'Criminal Law'?",0
"Explain the concept of 'Intellectual Property' (IP).",0
"What is 'Due Diligence' in a legal merger or acquisition?",0
"Define 'Summary Judgment' in a court proceeding.",0
"What is the role of a 'Paralegal' in a law firm?",0
"Explain 'Strict Liability' in product safety cases.",0
"What is the 'Statute of Limitations'?",0
"Define 'Pedagogy' and its application in the classroom.",0
"What is 'Differentiated Instruction' in an educational setting?",0
"Explain the difference between formative and summative assessments.",0
"What is 'Inclusion' in the context of Special Education?",0
"What is 'Bloom's Taxonomy' and how is it used by teachers?",0
"What are the core components of an Employee Value Proposition (EVP)?",0
"How do you conduct a 'Behavioral Interview'?",0
"What is 'Succession Planning' in Human Resources?",0
"Define 'At-Will Employment'.",0
"What is the purpose of a 360-degree performance review?",0
"What is the 'Agile' methodology in project management?",0
"How do you manage 'Scope Creep' in a non-finance project?",0
"What is the difference between 'Mentoring' and 'Coaching' in HR?",0
"Define 'Remote Work' vs. 'Hybrid Work' models.",0
"What is 'Conflict Resolution' in a professional workplace?",0
"Explain the role of 'Workplace Diversity, Equity, and Inclusion' (DEI).",0
"What is a 'Master Service Agreement' (MSA)?",0
"How do you define 'Operational Excellence'?",0
"What is 'Change Management'?",0
"Describe the 'Onboarding' process for a new hire.",0
"Walk me through a DCF from start to finish.",1
"What are the three pillars of the CFA Program?",1
"How should you format your finance resume if you are a career switcher?",1
"What is a typical day like for a first-year Investment Banking Analyst?",1
"How do you calculate Weighted Average Cost of Capital (WACC)?",1
"What are the best networking strategies for breaking into Private Equity?",1
"How do you explain a gap in your resume during a hedge fund interview?",1
"What is the difference between buy-side and sell-side roles?",1
"How many hours a week does a typical Portfolio Manager work?",1
"What is the most effective way to use LinkedIn for finance networking?",1
"Can you explain the concept of Enterprise Value versus Equity Value?",1
"What are the prerequisites for sitting for the CFA Level I exam?",1
"How do you transition from Big 4 Accounting to Investment Banking?",1
"What are the core responsibilities of a Corporate Development Associate?",1
"If you could only use one financial statement to evaluate a company, which would it be?",1
"How do you handle the 'Why our firm?' question in an interview?",1
"What technical skills are most important for a Quantitative Researcher role?",1
"What is the importance of a 'coffee chat' in the recruitment process?",1
"How does a leveraged buyout (LBO) generate returns for investors?",1
"What are the key differences between Investment Banking and Wealth Management?",1
"What is the best way to explain a non-finance background in a cover letter?",1
"Describe the typical hierarchy in an Investment Banking team.",1
"What are the most common ethics topics covered in the CFA curriculum?",1
"How do you answer 'Tell me about a time you failed' in a finance interview?",1
"What is the 'Rule of 72' and how is it used in personal finance careers?",1
"What is the difference between a Bulge Bracket and an Elite Boutique bank?",1
"How can you leverage a Master's in Finance for a career change?",1
"What does a 'day-in-the-life' of a Credit Analyst look like?",1
"What are the key components of an investment pitch?",1
"How important is GPA when applying for entry-level analyst roles?",1
"What is the primary role of a Market Maker in sales and trading?",1
"How do you value a pre-revenue startup in a Venture Capital interview?",1
"What are the three levels of the CFA exam testing?",1
"Should you include personal interests on a finance resume?",1
"How do you follow up after a networking event without being annoying?",1
"What is the difference between a hedge fund and private equity?",1
"How do you explain the impact of a $10 increase in depreciation on the three statements?",1
"What are the main topics in the CFA Level II Corporate Issuers section?",1
"How do you transition from retail banking to corporate finance?",1
"What is the typical exit opportunity for an IB Associate?",1
"How do you prepare for a modeling test in a Private Equity interview?",1
"What is the purpose of an informational interview?",1
"What is the 'Mezzanine' level in a capital structure?",1
"How do you describe your 'Value Add' to a prospective finance team?",1
"What are the challenges of working in Equity Research?",1
"What is the difference between Real Estate Investment Trusts (REITs) and traditional REPE?",1
"How do you stay updated on market trends for a finance career?",1
"What is the 'Treynor Ratio' and which CFA level focuses on it?",1
"How do you navigate a career transition from Military to Finance?",1
"What is a 'pitch book' and who creates it?",1
"How do you handle technical questions you don't know the answer to?",1
"What are the pros and cons of working in a mid-market investment bank?",1
"What is the importance of financial modeling certifications like the FMVA?",1
"How do you network with alumni from your university in the finance industry?",1
"What is the 'Beta' of a stock and why do bankers care?",1
"How do you prepare for the behavioral portion of a superday?",1
"What are the main sections of a standard CFA ethics case study?",1
"What is the difference between 'Middle Office' and 'Front Office' roles?",1
"How do you pivot into ESG investing from a traditional finance role?",1
"What is the most common reason candidates fail the CFA Level I?",1
"What does GAAP stand for?",1
"Under IFRS, which method is prohibited for inventory valuation?",1
"What is the primary difference between a Classified Balance Sheet and a standard Balance Sheet?",1
"True or False: Research and Development costs are generally expensed under GAAP but can be capitalized under IFRS.",1
"Which financial statement reports the financial position of a company at a specific point in time?",1
"What are the three sections of the Statement of Cash Flows?",1
"In revenue recognition, what is the third step of the five-step model?",1
"Define 'window dressing' in the context of financial statement analysis.",1
"Which ratio measures a company's ability to pay off short-term liabilities with its most liquid assets?",1
"How does an increase in Accounts Receivable affect the operating cash flow in an indirect method statement?",1
"What is the purpose of a Benford's Law analysis in forensic accounting?",1
"What is the accounting equation?",1
"Under the accrual basis of accounting, when is revenue recorded?",1
"What constitutes 'Cash Equivalents' on a balance sheet?",1
"Which IFRS standard governs Revenue from Contracts with Customers?",1
"How is Gross Profit Margin calculated?",1
"What is the 'Fraud Triangle' composed of?",1
"True or False: Under GAAP, interest paid must be classified as an operating activity.",1
"Define 'Deferred Revenue' and explain its classification on the balance sheet.",1
"What is the difference between horizontal and vertical analysis?",1
"Which financial statement links the Income Statement to the Balance Sheet?",1
"What is a 'discretionary accrual' and why is it monitored in forensic accounting?",1
"Under IFRS, are extraordinary items permitted on the Income Statement?",1
"How do you calculate the Quick Ratio?",1
"What is the impact of a stock split on total shareholders' equity?",1
"Define 'Bill-and-Hold' arrangements in revenue recognition.",1
"What is 'kiting' in the context of financial fraud?",1
"Which depreciation method results in higher net income in the early years of an asset's life?",1
"How is 'Free Cash Flow' typically calculated?",1
"Explain the concept of 'Materiality' in financial reporting.",1
"What is the primary goal of the Sarbanes-Oxley Act (SOX)?",1
"Which type of audit opinion indicates that financial statements are fair in all material respects?",1
"What is the difference between 'Net Sales' and 'Gross Sales'?",1
"How does the LIFO liquidation affect a company's tax liability?",1
"Define 'Goodwill' and explain when it is recorded.",1
"In a forensic audit, what is 'skimming'?",1
"What are 'Contract Assets' under ASC 606?",1
"True or False: IFRS requires the use of the direct method for the Statement of Cash Flows.",1
"What is the formula for Accounts Receivable Turnover?",1
"How is a gain on the sale of equipment reported in the Cash Flow Statement using the indirect method?",1
"Define 'Earnings Management'.",1
"What is the purpose of the 'Notes to the Financial Statements'?",1
"What are 'Variable Consideration' factors in revenue recognition?",1
"Which ratio evaluates a company's efficiency in using its assets to generate profit?",1
"What is 'Lapping' in the context of accounts receivable fraud?",1
"How does an impairment loss affect the Balance Sheet?",1
"Under GAAP, where is 'Other Comprehensive Income' reported?",1
"Define 'Working Capital'.",1
"What is the difference between a 'Qualified' and an 'Adverse' audit opinion?",1
"How are lease liabilities classified under the current IFRS 16 standard?",1
"What is a 'Common Size' Income Statement?",1
"Explain the 'Matching Principle'.",1
"What is 'Channel Stuffing' and why is it a concern for auditors?",1
"How does the issuance of new common stock affect the Cash Flow Statement?",1
"Define 'Treasury Stock'.",1
"What is the 'Revenue Recognition Principle'?",1
"What is 'Ghost Employee' fraud?",1
"How is Return on Equity (ROE) calculated?",1
"What is the 'Cost of Goods Sold' formula for a merchandising company?",1
"Explain the 'Conservative Principle' in accounting.",1
"What is a discounted cash flow (DCF) valuation and what are its main components?",1
"List and briefly explain the key steps involved in building a DCF model.",1
"What are the two primary methods for estimating terminal value in a DCF?",1
"Using the Gordon Growth Model, how do you calculate terminal value given final-year FCF, WACC, and growth rate?",1
"When would an exit multiple approach to terminal value be more appropriate than a perpetuity growth model?",1
"How does increasing WACC by 100 basis points typically affect a DCF valuation?",1
"What is the difference between free cash flow to the firm (FCFF) and free cash flow to equity (FCFE)?",1
"Calculate free cash flow given EBIT, tax rate, depreciation, capex, and change in net working capital.",1
"How does an increase in net working capital affect free cash flow and valuation?",1
"Why are capital expenditures treated differently from depreciation in cash flow analysis?",1
"What is the weighted average cost of capital (WACC) and why is it used as a discount rate?",1
"Calculate WACC given cost of equity, cost of debt, tax rate, and capital structure weights.",1
"Using CAPM, how do you estimate the cost of equity for a public company?",1
"How do you relever beta after changing a company's capital structure?",1
"Explain the trade-off theory of capital structure.",1
"What do Modigliani–Miller Propositions I and II state under no-tax assumptions?",1
"In what situation might increasing leverage reduce a firm's WACC?",1
"How do changes in credit spreads influence a company's cost of debt and valuation?",1
"What does accretion and dilution mean in the context of M&A?",1
"Identify and explain the main types of synergies in a merger.",1
"What is purchase price allocation and why does it matter in an acquisition?",1
"How is goodwill calculated in an M&A transaction?",1
"Why do acquirers often pay a control premium in M&A deals?",1
"Given EPS of acquirer and target and deal financing mix, determine if a merger is accretive.",1
"How does a stock-financed acquisition differ from a cash-financed one in terms of EPS impact?",1
"How can net operating losses (NOLs) affect the valuation of an acquisition target?",1
"What is a leveraged buyout (LBO) and why is high leverage used?",1
"Describe the sources and uses of funds in an LBO transaction.",1
"Calculate IRR given entry equity, exit equity, and holding period.",1
"How does mandatory debt amortization affect equity returns in an LBO?",1
"What role do entry and exit multiples play in LBO returns?",1
"How can debt covenants constrain financial flexibility in an LBO?",1
"Why is management rollover equity important in many LBO deals?",1
"What is a dividend recapitalization and what risks does it introduce?",1
"Why is IRR often preferred over WACC when evaluating LBO investments?",1
"How is terminal value typically determined in an LBO model?",1
"When should free cash flow to equity be used instead of free cash flow to the firm?",1
"What are common pitfalls of relying solely on valuation multiples?",1
"Why is a terminal growth rate higher than long-term GDP growth usually unrealistic?",1
"How do scenario analysis and sensitivity analysis differ in a DCF context?",1
"Explain the adjusted present value (APV) approach to valuation.",1
"How do you calculate the after-tax cost of debt?",1
"What are the advantages and disadvantages of fixed-rate versus floating-rate debt?",1
"How do share repurchases typically affect EPS and valuation?",1
"Compare dividend irrelevance theory with dividend signaling theory.",1
"What are real options and how can they add value beyond a traditional DCF?",1
"How should minority interest be treated when calculating enterprise value?",1
"Why are pension deficits often added to enterprise value?",1
"How does capitalizing operating leases change financial ratios and valuation?",1
"What additional risks must be considered in cross-border M&A transactions?",1
"What are earn-outs and how do they affect deal valuation and incentives?",1
"How would you value a corporate carve-out differently from a standalone company?",1
"What is the conglomerate discount and why might it exist?",1
"How can cost synergies be quantified and incorporated into a merger model?",1
"Why are revenue synergies often viewed as riskier than cost synergies?",1
"How should negative free cash flow be interpreted for an early-stage company?",1
"What are the key differences between project finance and corporate finance valuation?",1
"How would you adjust a DCF to value a highly cyclical company?",1
"How can ESG factors influence a company's cost of capital and valuation?",1
"What is the primary role of the SEC in U.S. financial markets?",1
"Which types of entities are required to register with the SEC?",1
"What information must be disclosed in a Form 10-K filing?",1
"How does a Form 8-K differ from a Form 10-Q?",1
"What is Regulation FD and what problem is it designed to prevent?",1
"What are the main objectives of the Securities Act of 1933?",1
"Explain the difference between the Securities Act of 1933 and the Securities Exchange Act of 1934.",1
"What is insider trading under SEC rules?",1
"How do SEC enforcement actions typically proceed?",1
"What is the role of the Public Company Accounting Oversight Board (PCAOB)?",1
"What is Sarbanes-Oxley (SOX) and why was it enacted?",1
"Explain the purpose of SOX Section 302.",1
"What does SOX Section 404 require management and auditors to do?",1
"How does SOX affect internal controls over financial reporting?",1
"What penalties can arise from non-compliance with Sarbanes-Oxley?",1
"What is the Dodd-Frank Act and what crisis led to its passage?",1
"How does the Volcker Rule restrict bank activities?",1
"What is the Consumer Financial Protection Bureau (CFPB) and what are its powers?",1
"How does Dodd-Frank address systemic risk in the financial system?",1
"What are stress tests under Dodd-Frank and who must perform them?",1
"What is Basel III and how does it differ from Basel II?",1
"Define Common Equity Tier 1 (CET1) capital under Basel III.",1
"How is the capital conservation buffer calculated under Basel III?",1
"What is the leverage ratio in Basel III and why is it important?",1
"How do liquidity coverage ratio (LCR) requirements work?",1
"What is the net stable funding ratio (NSFR)?",1
"How does Basel IV aim to reduce variability in risk-weighted assets?",1
"What impact do higher capital requirements have on bank lending?",1
"How do stress testing and capital planning interact under Basel regulations?",1
"What challenges do banks face when implementing Basel III/IV standards?",1
"What is anti-money laundering (AML) regulation designed to prevent?",1
"What are the core components of an effective AML compliance program?",1
"Explain the difference between AML and counter-terrorist financing (CTF).",1
"What is Know Your Customer (KYC) and why is it critical for financial institutions?",1
"What information is typically collected during KYC onboarding?",1
"How does customer due diligence (CDD) differ from enhanced due diligence (EDD)?",1
"What triggers a suspicious activity report (SAR)?",1
"Who receives SAR filings and how are they used?",1
"What are the consequences of failing AML compliance audits?",1
"How do international AML standards set by the FATF influence national laws?",1
"What is market abuse regulation and how does it relate to insider trading?",1
"How do whistleblower protections work under SEC and Dodd-Frank rules?",1
"What is Regulation Best Interest (Reg BI) and who must comply with it?",1
"How does MiFID II differ from SEC regulation in investor protection?",1
"What is the role of compliance officers within financial institutions?",1
"How do compliance risk assessments support regulatory adherence?",1
"What is regulatory arbitrage and why do regulators try to limit it?",1
"How do financial institutions monitor ongoing customer transactions for AML purposes?",1
"What challenges do fintech companies face in meeting traditional compliance requirements?",1
"How can technology such as AI improve AML and compliance monitoring?",1
"How's the weather been where you are lately?",0
"Do you prefer sunny days or a bit of rain?",0
"Did you catch any games this weekend?",0
"What sport do you follow the most, if any?",0
"Are you more into watching sports or playing them?",0
"What's your go-to comfort food?",0
"Have you tried any good restaurants recently?",0
"Do you prefer cooking at home or eating out?",0
"What's a food you could eat every day and never get tired of?",0
"Is there a restaurant you always recommend to visitors?",0
"What was the last movie you watched?",0
"Are you more of a movie-theater person or a streaming-at-home person?",0
"Do you have a favorite movie genre?",0
"What TV show are you currently into?",0
"Is there a movie everyone loves that you just couldn't get into?",0
"What are your plans for this weekend?",0
"Do you usually plan your weekends or keep them spontaneous?",0
"What's your favorite way to relax after a long week?",0
"Do you like busy weekends or quiet ones?",0
"What's a hobby you wish you had more time for?",0
"What hobbies are you really into right now?",0
"Have you picked up any new hobbies recently?",0
"Do you prefer indoor hobbies or outdoor ones?",0
"What's something you could talk about for hours?",0
"If you had a free afternoon, how would you spend it?",0
"What's your favorite place you've ever traveled to?",0
"Is there a destination at the top of your travel bucket list?",0
"Do you prefer beach vacations or city trips?",0
"Are you more into road trips or flying?",0
"What's the best food you've had while traveling?",0
"Do you like traveling solo or with friends?",0
"What's a city you'd happily visit again?",0
"Have you ever had a trip go totally differently than planned?",0
"What's your favorite season of the year?",0
"Does the weather affect your mood much?",0
"What's the best meal to have on a cold day?",0
"Are you more of a coffee person or a tea person?",0
"What's your usual order at a café?",0
"Do you like trying new foods or sticking to favorites?",0
"What's a movie you can rewatch anytime?",0
"Do you follow any celebrities or entertainers?",0
"What kind of music have you been listening to lately?",0
"Do you like going to concerts or festivals?",0
"What's your ideal lazy Sunday like?",0
"Are you an early bird or a night owl?",0
"What's something small that always makes your day better?",0
"Do you prefer summer vacations or winter getaways?",0
"What's a place you want to visit just for the food?",0
"Do you enjoy exploring your own city like a tourist?",0
"What's your favorite way to spend time with friends?",0
"How long is the interview scheduled to last?",0
"Should I expect any breaks during the interview?",0
"Is there time allocated for questions at the end?",0
"Will the interview be a single session or split into multiple rounds?",0
"Can you confirm the start and end times for the interview?",0
"Is it okay if I request a short break if the interview runs long?",0
"Are breaks planned between back-to-back interview sessions?",0
"Would it be possible to step away briefly if needed?",0
"How flexible is the schedule if we need to adjust timing slightly?",0
"Should I let someone know if I need a short pause during the interview?",0
"What platform will the interview be conducted on?",0
"Will I need to install any software in advance?",0
"Is there a backup plan if there are technical issues?",0
"Who should I contact if I have trouble joining the call?",0
"Will there be a tech check before the interview starts?",0
"What should I do if my internet connection drops during the interview?",0
"Will screen sharing be required at any point?",0
"Should I test my camera and microphone beforehand?",0
"Is it acceptable to turn off video temporarily if there are connection issues?",0
"Can I dial in by phone if video isn't working?",0
"Could you walk me through the overall interview process?",0
"How many interview stages are there in total?",0
"Who will I be meeting with at each stage?",0
"Will there be both technical and behavioral interviews?",0
"Is there a take-home assignment as part of the process?",0
"How long does the full interview process typically take from start to finish?",0
"What criteria will be used to evaluate candidates?",0
"Will the interviewers have access to my resume during the interview?",0
"Is the role remote, hybrid, or onsite for future interview rounds?",0
"Are there any materials you recommend I review beforehand?",0
"When can I expect to hear back after this interview?",0
"Will feedback be provided regardless of the outcome?",0
"Is there an opportunity to receive detailed feedback if I'm not selected?",0
"Who should I follow up with if I haven't heard back?",0
"What is the typical timeline for making a final decision?",0
"Will there be another interview if I advance to the next stage?",0
"How will feedback be communicated—email or phone?",0
"Is it okay to reach out for an update after a certain period?",0
"Do you notify candidates immediately once a decision is made?",0
"Can I ask for feedback on specific parts of my interview performance?",0
"Is there anything I should prepare differently for later rounds?",0
"Will I be interviewing with the same people again?",0
"Are interviews recorded for review purposes?",0
"Will time be strictly enforced for each interview section?",0
"Is it okay if I take notes during the interview?",0
"Should I bring any documents or references to the interview?",0
"Are there accessibility accommodations available if needed?",0
"Is there a dress code you recommend for the interview?",0
"Can the interview be rescheduled if an emergency comes up?",0
"How far in advance would you need notice to reschedule?",0
